Country,City_Tier,Age,Gender,Education_Level,HH_Size,Annual_HH_Income_USD,Monthly_kWh,High_Energy_Appliances,EE_Appliance_Share,Env_Concern,EE_Knowledge,Govt_Incentive_Aware,Will_Adopt,Premium_WTP_pct,Budget_USD,Financing_Pref,Acceptable_Payback_yrs,Primary_Decision_Factor,Main_Barrier,Wanted_Features,Interested_Categories,Info_Sources
Singapore,Metro,51,Male,Post‑grad,2,96756.61,142.7,4,35,5,5,1,1,9.1,5767.23,Upfront,3,Peer reviews,High cost,Compact design;Wi‑Fi control;5‑Star rating,Refrigerator;Dishwasher,Govt portals
UAE,Tier‑2 city,35,Female,Graduate,2,58533.38,610.6,4,49,2,2,1,0,5.0,3039.15,Upfront,4,Brand,Limited models,Solar compatibility,Dishwasher;Refrigerator,In‑store demos;Friends/Family;Govt portals
India,Metro,47,Female,Graduate,2,17055.71,304.1,1,48,1,1,0,0,1.3,390.51,0‑interest EMI,3,Up‑front price,Low awareness,5‑Star rating;Quiet motor;Solar compatibility,AC,In‑store demos;Govt portals
India,Tier‑2 city,43,Male,Graduate,3,11624.92,172.2,3,27,1,1,1,0,5.2,806.27,Upfront,1,Up‑front price,High cost,Quiet motor;5‑Star rating;Compact design,Washer;Dishwasher;Refrigerator,Online reviews
Singapore,Metro,19,Male,Secondary,5,145887.5,260.5,4,61,4,4,1,1,4.8,7586.62,Upfront,1,Govt incentive,Uncertain savings,Compact design,Refrigerator;Washer;AC,Online reviews;In‑store demos
India,Tier‑2 city,41,Female,Graduate,3,13518.7,265.2,2,21,3,4,1,1,16.5,50.0,0‑interest EMI,0,Up‑front price,Other,Wi‑Fi control;Solar compatibility,Air‑purifier;Washer;Water‑heater,In‑store demos;Social media;Friends/Family
India,Tier‑2 city,50,Male,Graduate,1,36883.02,173.1,2,26,4,5,0,1,12.8,1759.48,Rental,0,Up‑front price,High cost,5‑Star rating;Quiet motor,Dishwasher,Social media;In‑store demos
India,Metro,30,Male,Secondary,4,19583.96,396.5,3,38,3,2,0,0,3.3,196.77,0‑interest EMI,4,Govt incentive,High cost,Compact design;5‑Star rating,Washer;Water‑heater;Refrigerator,Social media
India,Tier‑2 city,41,Male,Graduate,5,23674.29,322.2,1,40,3,2,1,0,3.1,63.02,Rental,2,Brand,High cost,Compact design,Dishwasher;Water‑heater;Air‑purifier,Govt portals;Social media
India,Tier‑2 city,41,Male,Post‑grad,2,10413.82,335.0,1,35,1,1,1,0,1.3,1180.04,0‑interest EMI,3,Energy saving,Low awareness,Compact design,Refrigerator;AC;Dishwasher,In‑store demos
UAE,Metro,34,Female,Primary,2,110505.42,385.4,3,62,5,4,1,0,8.4,4668.48,Upfront,4,Govt incentive,Uncertain savings,5‑Star rating;Quiet motor,AC,In‑store demos;Govt portals;Social media
India,Metro,39,Female,Graduate,2,30267.96,265.8,2,36,3,3,0,0,4.9,1850.63,Rental,1,Peer reviews,Limited models,Solar compatibility,Air‑purifier,In‑store demos;Online reviews
India,Tier‑2 city,28,Male,Graduate,2,18458.68,226.3,1,20,4,4,0,0,8.8,1056.29,Upfront,4,Govt incentive,Low awareness,5‑Star rating;Quiet motor;Solar compatibility,AC,Friends/Family;Govt portals;In‑store demos
Singapore,Metro,26,Other,Graduate,4,110967.21,99.7,7,51,3,3,1,0,6.5,4264.57,Upfront,0,Govt incentive,High cost,Wi‑Fi control,AC,Friends/Family
India,Tier‑2 city,43,Male,Secondary,2,20765.8,334.9,2,30,5,5,0,1,14.6,619.98,Rental,5,Energy saving,Low awareness,Compact design;Quiet motor,Air‑purifier,Friends/Family;Online reviews;Govt portals
India,Tier‑2 city,31,Female,Secondary,6,22662.83,122.7,3,22,5,5,1,1,11.6,973.66,Rental,2,Up‑front price,Low awareness,5‑Star rating;Quiet motor,Dishwasher,Govt portals;Friends/Family;In‑store demos
UAE,Metro,23,Female,Graduate,6,43512.54,258.7,4,69,4,4,1,1,12.0,2395.31,Upfront,4,Brand,High cost,Compact design;Solar compatibility;5‑Star rating,Washer;Refrigerator,Friends/Family;Social media;Online reviews
Singapore,Metro,34,Male,Graduate,3,83742.53,435.4,5,55,5,4,1,1,6.9,4323.16,Upfront,4,Govt incentive,Uncertain savings,Solar compatibility;Compact design;Wi‑Fi control,Air‑purifier,Online reviews
India,Rural,24,Male,Post‑grad,2,27278.29,351.2,2,16,3,2,1,0,4.8,1634.08,Rental,0,Up‑front price,Limited models,Compact design;Quiet motor,Washer,Social media;Online reviews;Govt portals
India,Metro,38,Male,Secondary,2,19245.23,354.7,0,19,3,2,1,1,8.3,777.29,Rental,3,Peer reviews,Low awareness,Quiet motor;5‑Star rating,Dishwasher;Washer,Friends/Family
India,Metro,31,Female,Graduate,2,29849.95,207.1,4,24,4,4,0,1,10.0,1094.49,Upfront,4,Govt incentive,Other,Solar compatibility;5‑Star rating;Wi‑Fi control,Water‑heater;Air‑purifier,Friends/Family;Govt portals;Social media
Singapore,Metro,23,Male,Primary,2,98322.88,207.7,5,65,1,2,1,1,5.1,5290.14,Upfront,1,Energy saving,Uncertain savings,Wi‑Fi control;Solar compatibility,Dishwasher,In‑store demos
India,Metro,37,Female,Graduate,3,17108.0,598.4,2,24,2,3,0,0,2.7,433.34,Upfront,1,Brand,Low awareness,Compact design;5‑Star rating,AC;Refrigerator;Dishwasher,In‑store demos;Friends/Family;Govt portals
India,Metro,46,Female,Secondary,3,20307.08,143.6,0,4,5,5,1,1,13.2,748.59,0‑interest EMI,2,Govt incentive,Other,Solar compatibility;Compact design;5‑Star rating,Washer;Dishwasher,Social media;Govt portals
UAE,Metro,27,Male,Secondary,2,135730.12,1518.0,10,52,2,1,1,0,1.6,6989.09,0‑interest EMI,1,Up‑front price,Other,Quiet motor;Wi‑Fi control;Compact design,Refrigerator,Govt portals;Social media
UAE,Metro,40,Male,Secondary,3,83251.89,423.1,6,38,1,1,0,0,1.7,4363.43,Upfront,6,Energy saving,Uncertain savings,Quiet motor,Air‑purifier;Refrigerator,In‑store demos;Govt portals
India,Tier‑2 city,25,Female,Graduate,1,21744.53,246.8,0,26,3,4,0,1,12.4,1428.44,0‑interest EMI,1,Peer reviews,Uncertain savings,5‑Star rating,AC;Dishwasher,Online reviews
Singapore,Metro,22,Male,Graduate,1,123121.0,318.0,6,51,5,4,1,0,3.7,6612.59,Upfront,3,Govt incentive,Low awareness,Quiet motor;Compact design,Water‑heater,Govt portals;Friends/Family;In‑store demos
India,Metro,37,Male,Primary,3,25666.22,417.1,1,67,2,3,1,0,1.0,1384.11,0‑interest EMI,2,Energy saving,Uncertain savings,5‑Star rating;Compact design,Refrigerator,Govt portals;Online reviews;Social media
UAE,Metro,19,Female,Primary,1,47945.77,350.0,1,23,4,5,1,1,16.8,1476.27,BNPL,3,Brand,Limited models,Compact design;Quiet motor;Wi‑Fi control,Washer;Dishwasher;Water‑heater,In‑store demos;Social media
Singapore,Metro,49,Male,Secondary,3,95928.79,130.4,7,79,4,4,1,1,12.2,5744.23,Upfront,2,Peer reviews,Limited models,Compact design;5‑Star rating;Wi‑Fi control,AC,Friends/Family
India,Tier‑2 city,44,Female,Post‑grad,1,17026.64,304.1,4,36,4,3,1,1,8.9,581.47,Rental,3,Govt incentive,Limited models,Wi‑Fi control;Compact design,AC;Air‑purifier,Govt portals;Social media
India,Metro,39,Male,Secondary,3,28163.04,197.3,2,23,3,4,1,0,4.3,1333.84,Upfront,4,Brand,High cost,Quiet motor;Compact design;5‑Star rating,Washer;AC;Air‑purifier,In‑store demos
UAE,Metro,38,Female,Graduate,6,108275.06,316.6,6,47,1,2,1,0,3.6,5185.1,BNPL,3,Peer reviews,Low awareness,Solar compatibility;Quiet motor;Wi‑Fi control,Air‑purifier;Water‑heater,Govt portals;Social media;Online reviews
UAE,Metro,29,Female,Graduate,9,73998.21,369.3,4,70,1,1,0,0,2.0,3632.59,Upfront,3,Peer reviews,High cost,Solar compatibility;Quiet motor,Refrigerator,Social media;Friends/Family;Online reviews
UAE,Metro,46,Other,Secondary,2,89242.99,414.0,5,91,1,1,0,0,2.0,4989.49,Upfront,2,Brand,Limited models,5‑Star rating,Dishwasher;Washer,Friends/Family
UAE,Metro,42,Male,Secondary,1,62073.43,1846.8,2,64,4,3,0,1,11.9,3211.16,0‑interest EMI,4,Energy saving,Other,Wi‑Fi control;5‑Star rating,Washer;Air‑purifier;Refrigerator,Social media
Singapore,Metro,35,Male,Graduate,1,73956.42,385.9,4,44,5,4,1,0,11.0,3689.89,BNPL,3,Brand,Low awareness,Wi‑Fi control;Compact design;Solar compatibility,Washer,Social media;In‑store demos;Govt portals
UAE,Metro,32,Other,Graduate,2,33187.18,366.7,3,41,4,4,0,0,5.3,376.3,BNPL,2,Peer reviews,Other,Quiet motor,Water‑heater,Friends/Family;In‑store demos
UAE,Metro,52,Female,Graduate,2,93830.11,305.7,5,73,1,2,0,0,2.5,4431.52,0‑interest EMI,4,Brand,Limited models,Wi‑Fi control,Washer;Refrigerator,Social media;Online reviews
India,Metro,55,Female,Secondary,2,22573.52,181.3,3,61,5,5,0,0,12.5,702.29,0‑interest EMI,0,Energy saving,Low awareness,Wi‑Fi control;5‑Star rating;Solar compatibility,Refrigerator,Online reviews
Singapore,Metro,43,Male,Secondary,3,88077.75,207.4,7,85,3,4,0,1,6.3,4605.54,0‑interest EMI,4,Up‑front price,Low awareness,Solar compatibility;Wi‑Fi control,Dishwasher,Online reviews;Friends/Family;Govt portals
India,Metro,38,Female,Graduate,2,10671.08,162.5,4,33,1,1,1,1,5.2,997.27,Rental,4,Peer reviews,High cost,5‑Star rating,Water‑heater,Social media;In‑store demos
India,Metro,42,Female,Secondary,1,29200.08,494.7,2,68,4,5,0,0,7.2,1602.5,0‑interest EMI,4,Up‑front price,High cost,Compact design,Refrigerator;Washer;Water‑heater,In‑store demos;Friends/Family
India,Tier‑2 city,34,Female,Secondary,4,27461.69,278.8,2,44,2,1,0,0,7.2,1316.5,0‑interest EMI,4,Govt incentive,Other,Solar compatibility;Wi‑Fi control;5‑Star rating,AC;Refrigerator;Washer,Social media
Singapore,Metro,37,Female,Secondary,3,200175.41,635.0,10,100,2,1,1,0,1.2,9663.6,Upfront,3,Brand,Limited models,Compact design,Refrigerator;Air‑purifier,Social media
India,Tier‑2 city,18,Male,Secondary,3,15897.16,228.4,2,41,3,2,0,0,6.5,640.29,0‑interest EMI,1,Brand,High cost,Solar compatibility;Compact design;Quiet motor,Washer;Air‑purifier,Govt portals
UAE,Metro,27,Female,Secondary,3,97522.61,316.1,9,64,1,1,0,0,5.3,3615.91,0‑interest EMI,3,Energy saving,Uncertain savings,Wi‑Fi control;Compact design,Refrigerator;Water‑heater,Govt portals;In‑store demos;Online reviews
India,Tier‑2 city,34,Male,Graduate,5,21581.93,457.1,3,25,4,3,0,1,6.8,931.32,0‑interest EMI,0,Energy saving,Other,Wi‑Fi control;Quiet motor;5‑Star rating,Washer,Friends/Family;In‑store demos;Social media
Singapore,Metro,34,Male,Secondary,3,71647.05,212.1,3,43,3,4,0,1,10.2,4086.18,Upfront,1,Govt incentive,High cost,Compact design,Washer;Air‑purifier;Water‑heater,Friends/Family
India,Tier‑2 city,20,Female,Graduate,1,16617.91,193.4,2,42,5,5,0,0,2.8,1151.12,Rental,6,Peer reviews,High cost,Solar compatibility;Quiet motor;Compact design,Water‑heater,Friends/Family;In‑store demos
UAE,Tier‑2 city,32,Other,Primary,5,87447.74,342.5,8,68,5,5,0,1,11.2,4226.46,Upfront,4,Brand,High cost,Compact design,Washer;Water‑heater;Air‑purifier,Online reviews;Friends/Family
India,Metro,35,Male,Graduate,3,21150.48,541.7,2,23,2,1,1,1,14.0,706.98,Upfront,1,Up‑front price,High cost,Compact design,Washer;Water‑heater,In‑store demos;Govt portals
India,Metro,18,Male,Secondary,5,18845.25,171.3,3,47,3,4,0,1,15.2,449.38,Upfront,1,Govt incentive,Uncertain savings,5‑Star rating,AC,Friends/Family;Govt portals;In‑store demos
India,Tier‑2 city,29,Female,Secondary,3,23355.71,247.4,3,36,5,5,0,1,13.5,1998.14,0‑interest EMI,5,Brand,High cost,5‑Star rating;Solar compatibility;Wi‑Fi control,Air‑purifier;Dishwasher;Refrigerator,Social media
Singapore,Tier‑2 city,28,Female,Secondary,2,128753.09,195.0,9,49,3,3,1,1,11.8,6670.82,Upfront,5,Energy saving,Low awareness,5‑Star rating,Refrigerator;AC,In‑store demos;Friends/Family
UAE,Tier‑2 city,34,Female,Graduate,1,112958.96,439.8,10,53,1,1,1,1,3.5,5899.03,0‑interest EMI,1,Energy saving,High cost,Quiet motor;5‑Star rating;Solar compatibility,Water‑heater;Washer,Online reviews;Govt portals;In‑store demos
UAE,Metro,43,Female,Secondary,1,126101.9,297.7,10,62,1,2,0,0,3.4,7302.46,Upfront,1,Brand,Limited models,5‑Star rating,Water‑heater;Washer;Air‑purifier,Online reviews;Social media
Singapore,Metro,50,Male,Primary,1,99329.21,303.5,7,64,4,3,1,1,22.1,4586.1,Upfront,4,Up‑front price,Other,Compact design;Solar compatibility;Wi‑Fi control,Washer;Water‑heater;Refrigerator,In‑store demos;Social media
UAE,Tier‑2 city,41,Female,Post‑grad,3,36996.46,379.6,4,74,5,4,1,1,13.7,1840.48,Rental,6,Brand,Limited models,Solar compatibility;Wi‑Fi control,AC;Air‑purifier,In‑store demos;Social media;Friends/Family
UAE,Metro,27,Male,Secondary,3,149476.15,282.0,10,69,3,4,1,1,14.9,7817.86,Upfront,2,Energy saving,Limited models,Quiet motor;Wi‑Fi control;Compact design,Air‑purifier;Water‑heater,Friends/Family;Govt portals
UAE,Metro,42,Male,Secondary,2,107372.1,179.0,7,51,5,5,0,1,13.4,5767.34,Upfront,0,Brand,Uncertain savings,Quiet motor;Solar compatibility;5‑Star rating,Water‑heater;Refrigerator,Social media
UAE,Metro,44,Male,Secondary,9,64673.53,429.4,3,52,2,3,1,1,10.6,3143.22,BNPL,2,Govt incentive,Limited models,5‑Star rating;Solar compatibility;Compact design,Refrigerator;Dishwasher,Social media;In‑store demos
UAE,Metro,44,Male,Secondary,3,535416.05,540.1,10,100,5,5,1,1,18.2,25538.86,0‑interest EMI,0,Peer reviews,Other,Solar compatibility;Compact design,Washer;Dishwasher,In‑store demos;Social media;Friends/Family
Singapore,Metro,48,Male,Graduate,1,191492.23,172.0,7,85,1,1,1,0,1.1,9644.71,Upfront,0,Govt incentive,Limited models,5‑Star rating;Quiet motor,Air‑purifier;Washer;Water‑heater,Online reviews;Friends/Family;In‑store demos
India,Metro,44,Male,Graduate,6,12129.5,318.1,0,31,1,1,0,0,0.6,248.38,Rental,3,Peer reviews,Limited models,5‑Star rating,Refrigerator;AC,Friends/Family;Social media;Online reviews
Singapore,Metro,31,Female,Graduate,4,80979.02,383.1,3,58,2,1,0,1,4.0,3463.3,Upfront,6,Up‑front price,Limited models,Solar compatibility;Compact design,Refrigerator;AC,Online reviews;Social media;In‑store demos
Singapore,Metro,34,Female,Secondary,2,65225.23,180.4,4,43,3,4,0,0,6.0,3639.52,Upfront,2,Peer reviews,Low awareness,Quiet motor,AC;Washer;Refrigerator,Online reviews
Singapore,Metro,31,Female,Primary,2,67217.59,389.5,4,57,2,2,1,1,5.8,3488.73,BNPL,4,Peer reviews,High cost,Solar compatibility;Compact design,Air‑purifier;Refrigerator;Water‑heater,In‑store demos;Govt portals;Social media
India,Metro,33,Female,Secondary,2,26419.27,511.0,1,21,4,3,1,0,3.1,870.2,Upfront,3,Peer reviews,Other,Wi‑Fi control,Refrigerator,Friends/Family;Online reviews
Singapore,Metro,22,Male,Post‑grad,1,109121.65,265.0,6,75,5,4,0,0,10.2,4513.92,Upfront,4,Up‑front price,High cost,5‑Star rating,AC;Refrigerator,Friends/Family;Govt portals
India,Tier‑2 city,31,Female,Graduate,1,19842.73,220.5,0,51,5,4,0,1,21.8,666.9,Upfront,4,Energy saving,Limited models,Solar compatibility;Wi‑Fi control;5‑Star rating,Air‑purifier;AC;Refrigerator,Online reviews
UAE,Metro,31,Female,Secondary,5,109204.47,385.6,8,67,5,5,0,1,18.0,5586.69,0‑interest EMI,1,Brand,Other,Solar compatibility,Water‑heater;Dishwasher;Refrigerator,In‑store demos;Social media
India,Rural,43,Female,Graduate,4,21662.01,262.8,1,24,3,3,1,1,8.0,1210.27,Rental,1,Brand,Limited models,5‑Star rating;Solar compatibility;Wi‑Fi control,Water‑heater;Washer,Friends/Family
India,Metro,28,Female,Secondary,3,20727.01,291.3,3,33,2,1,0,1,11.1,875.61,Upfront,3,Peer reviews,Limited models,Compact design;Solar compatibility,Refrigerator,Online reviews
India,Tier‑2 city,21,Male,Graduate,6,22218.31,252.3,2,27,3,3,0,0,3.6,656.71,Rental,3,Peer reviews,Uncertain savings,Solar compatibility;Wi‑Fi control,Refrigerator;Washer,Govt portals;Online reviews;Social media
UAE,Metro,38,Male,Secondary,4,96979.69,371.1,6,74,1,1,0,1,4.6,5550.64,Upfront,3,Peer reviews,Uncertain savings,Solar compatibility;Quiet motor;Wi‑Fi control,AC;Washer;Air‑purifier,Social media;Online reviews
India,Metro,18,Male,Secondary,2,23567.4,172.4,2,23,3,4,0,1,5.8,1155.37,0‑interest EMI,1,Up‑front price,High cost,5‑Star rating,AC;Refrigerator,Social media;Online reviews
India,Metro,34,Male,Graduate,4,22671.24,224.9,3,0,2,3,0,0,3.5,1538.18,BNPL,2,Up‑front price,Uncertain savings,Solar compatibility;Wi‑Fi control;5‑Star rating,Dishwasher,Govt portals;In‑store demos;Social media
UAE,Metro,35,Female,Primary,2,69788.51,546.9,4,53,2,1,0,0,3.8,3801.73,0‑interest EMI,6,Peer reviews,Limited models,Wi‑Fi control,Air‑purifier;Water‑heater,Online reviews;Social media
UAE,Tier‑2 city,35,Female,Primary,2,45119.5,352.7,5,49,3,2,1,1,3.1,1840.31,0‑interest EMI,4,Energy saving,Uncertain savings,5‑Star rating;Solar compatibility,Air‑purifier,Online reviews;Social media;In‑store demos
UAE,Metro,40,Male,Graduate,1,88828.25,338.7,9,62,2,3,1,0,4.1,5016.72,Upfront,0,Energy saving,Limited models,Solar compatibility;5‑Star rating,Refrigerator,Govt portals;Friends/Family;Social media
India,Metro,30,Female,Graduate,2,16232.09,219.1,3,50,3,4,1,1,10.9,838.32,BNPL,2,Energy saving,High cost,Quiet motor,Washer,In‑store demos;Friends/Family
India,Metro,38,Female,Secondary,1,19636.85,243.7,1,45,3,2,1,1,9.3,966.12,0‑interest EMI,2,Peer reviews,High cost,Wi‑Fi control;Solar compatibility;Compact design,Water‑heater,In‑store demos;Govt portals
UAE,Metro,23,Male,Graduate,3,142572.73,432.0,10,78,3,4,1,1,7.6,7795.5,Upfront,2,Energy saving,High cost,Solar compatibility;Wi‑Fi control,Dishwasher;Refrigerator,Friends/Family;Social media;Online reviews
Singapore,Metro,44,Male,Secondary,2,54382.76,443.1,1,47,4,3,1,0,5.2,4140.86,Upfront,3,Up‑front price,Uncertain savings,Compact design,AC,In‑store demos;Friends/Family;Online reviews
UAE,Tier‑2 city,38,Other,Secondary,1,74831.83,245.5,1,52,4,3,1,1,6.6,2867.23,Upfront,4,Up‑front price,Uncertain savings,Solar compatibility;Quiet motor;Compact design,Water‑heater,Govt portals;In‑store demos;Friends/Family
Singapore,Metro,29,Female,Secondary,2,79153.91,217.5,2,65,2,2,1,0,2.0,3662.17,0‑interest EMI,1,Peer reviews,Other,5‑Star rating;Wi‑Fi control,Water‑heater,Friends/Family
India,Rural,29,Male,Graduate,2,44289.43,304.4,4,36,4,4,0,1,9.6,2385.22,Upfront,6,Up‑front price,Low awareness,Solar compatibility,Dishwasher,In‑store demos
UAE,Metro,41,Female,Graduate,1,38696.36,250.8,2,52,1,2,0,1,2.6,1677.78,Upfront,4,Brand,Other,Quiet motor,Dishwasher;Air‑purifier,Social media;Govt portals
UAE,Metro,19,Female,Graduate,4,84446.57,318.7,4,71,3,4,0,0,8.6,4965.09,Upfront,2,Govt incentive,Low awareness,Compact design,Dishwasher,Friends/Family;In‑store demos
Singapore,Metro,42,Female,Graduate,1,58769.87,285.9,2,47,3,4,0,1,8.3,2915.92,Upfront,2,Brand,Other,Quiet motor;Solar compatibility,Water‑heater;Dishwasher;Washer,Govt portals;Friends/Family
Singapore,Metro,34,Female,Primary,3,89330.13,263.1,10,55,5,5,0,1,16.8,4424.12,Upfront,4,Govt incentive,Limited models,Quiet motor,Air‑purifier,Online reviews;Govt portals
Singapore,Metro,32,Male,Graduate,2,110838.37,168.1,6,43,2,2,1,1,5.3,5972.97,Rental,3,Peer reviews,High cost,5‑Star rating;Solar compatibility;Quiet motor,Dishwasher;Air‑purifier,Govt portals
India,Metro,44,Female,Secondary,3,17906.63,226.7,1,18,3,3,0,0,1.3,1184.43,Upfront,0,Peer reviews,Low awareness,Solar compatibility;Compact design,Air‑purifier,Friends/Family
India,Tier‑2 city,40,Male,Graduate,3,211408.7,517.0,10,100,3,4,0,1,15.4,10263.81,0‑interest EMI,3,Brand,Low awareness,Solar compatibility;Quiet motor;Compact design,Dishwasher,Online reviews;Friends/Family
UAE,Metro,31,Female,Graduate,5,47972.13,479.9,2,16,2,1,1,0,2.2,1961.84,BNPL,4,Energy saving,Other,Wi‑Fi control;Compact design;Quiet motor,Water‑heater,Online reviews
India,Metro,31,Male,Secondary,1,16509.39,277.0,1,49,2,2,0,0,3.3,370.59,Upfront,4,Brand,Uncertain savings,Quiet motor;Compact design,Washer;AC;Water‑heater,Friends/Family
India,Metro,28,Female,Secondary,4,25124.79,163.6,3,2,1,2,1,0,3.4,1754.29,Rental,1,Peer reviews,Limited models,5‑Star rating;Compact design;Quiet motor,AC;Refrigerator,Online reviews;Friends/Family;Govt portals
Singapore,Tier‑2 city,33,Female,Graduate,2,71693.06,269.0,4,42,3,4,1,0,7.1,3627.49,Upfront,0,Govt incentive,Low awareness,Compact design;Quiet motor,Refrigerator;AC,Online reviews
India,Metro,57,Female,Secondary,7,49140.08,117.5,5,55,3,2,1,1,9.8,2784.32,0‑interest EMI,3,Govt incentive,Low awareness,Compact design;5‑Star rating;Quiet motor,AC,Social media;Online reviews
Singapore,Metro,47,Female,Secondary,3,67145.51,318.5,4,69,2,1,1,0,1.4,3490.69,0‑interest EMI,1,Energy saving,Uncertain savings,Quiet motor;Compact design,Refrigerator;Dishwasher;Washer,Govt portals;Social media
UAE,Metro,50,Male,Secondary,5,106784.69,484.5,5,61,2,1,0,1,11.3,6537.75,0‑interest EMI,2,Govt incentive,Uncertain savings,Wi‑Fi control;Compact design,Water‑heater,Govt portals
Singapore,Metro,40,Female,Secondary,1,65944.85,405.0,10,47,3,4,0,1,5.4,3543.36,BNPL,3,Brand,High cost,Compact design,Dishwasher;Air‑purifier;Water‑heater,In‑store demos;Online reviews;Govt portals
Singapore,Metro,43,Female,Secondary,3,110815.31,185.4,4,60,3,3,1,1,8.3,5171.62,0‑interest EMI,2,Up‑front price,Low awareness,Solar compatibility,Refrigerator,Social media;Online reviews
India,Metro,30,Male,Graduate,1,34709.87,381.0,3,52,3,3,1,0,6.1,1358.33,BNPL,1,Peer reviews,High cost,5‑Star rating;Quiet motor,Washer;Air‑purifier;Refrigerator,In‑store demos;Friends/Family
UAE,Metro,37,Female,Post‑grad,2,64275.59,412.6,4,64,2,3,0,0,2.7,3777.01,BNPL,3,Energy saving,Uncertain savings,5‑Star rating;Quiet motor,Refrigerator;Washer;Water‑heater,In‑store demos;Online reviews;Govt portals
India,Tier‑2 city,38,Male,Graduate,2,16819.06,421.8,0,14,3,4,0,0,7.0,577.38,Upfront,6,Govt incentive,Uncertain savings,Wi‑Fi control;Solar compatibility,Refrigerator;Water‑heater;AC,Online reviews
UAE,Metro,46,Female,Secondary,3,87777.49,307.8,7,23,4,4,1,1,6.9,4380.86,Upfront,4,Peer reviews,Limited models,5‑Star rating,Water‑heater;Dishwasher,Govt portals;In‑store demos
Singapore,Metro,35,Female,Graduate,5,95643.42,470.6,5,60,5,5,1,1,10.4,4882.99,BNPL,1,Peer reviews,High cost,Compact design;Solar compatibility,Air‑purifier;AC,Social media
Singapore,Metro,38,Female,Post‑grad,4,91562.55,293.1,10,50,1,2,0,0,8.3,5017.93,Upfront,3,Govt incentive,High cost,Solar compatibility;5‑Star rating,Refrigerator,Online reviews;Govt portals;Friends/Family
UAE,Metro,41,Female,Graduate,5,80621.01,1372.4,3,31,2,2,0,0,7.5,3733.64,Upfront,3,Up‑front price,High cost,Solar compatibility;Wi‑Fi control,Air‑purifier,Online reviews;Govt portals;In‑store demos
India,Metro,24,Female,Graduate,3,14662.49,287.1,1,30,5,4,0,1,18.1,235.59,0‑interest EMI,3,Brand,Uncertain savings,Wi‑Fi control;Quiet motor,Water‑heater,Friends/Family;Social media
India,Metro,28,Female,Secondary,2,18479.63,424.9,1,41,3,3,1,0,2.9,708.36,0‑interest EMI,6,Energy saving,High cost,5‑Star rating,AC;Dishwasher;Refrigerator,Govt portals;Friends/Family
India,Metro,36,Male,Graduate,2,13723.12,209.2,3,34,1,2,1,1,4.6,50.0,0‑interest EMI,1,Peer reviews,Low awareness,Wi‑Fi control;Quiet motor,Dishwasher,Social media;Govt portals
UAE,Metro,47,Male,Secondary,6,61691.3,354.2,2,35,2,1,1,0,5.0,2962.25,0‑interest EMI,4,Govt incentive,Uncertain savings,Solar compatibility;Wi‑Fi control,Air‑purifier;Water‑heater;Dishwasher,Social media;Govt portals
India,Metro,37,Other,Secondary,3,23153.7,271.4,5,30,4,4,0,1,4.6,1401.46,0‑interest EMI,3,Peer reviews,High cost,5‑Star rating,Dishwasher;Washer,Govt portals;In‑store demos
Singapore,Metro,19,Female,Secondary,5,140066.48,244.6,8,74,2,3,1,1,12.5,7360.54,0‑interest EMI,2,Peer reviews,High cost,Quiet motor;5‑Star rating,Water‑heater,Friends/Family;In‑store demos
UAE,Metro,18,Male,Secondary,2,56838.55,388.5,4,48,2,3,1,0,1.9,2920.67,0‑interest EMI,4,Up‑front price,Limited models,Compact design,Dishwasher;AC,Social media
UAE,Metro,34,Female,Secondary,1,68188.26,478.5,4,32,4,4,0,1,12.1,3485.19,0‑interest EMI,2,Peer reviews,High cost,Quiet motor;Wi‑Fi control,Water‑heater,Social media;Online reviews
Singapore,Metro,35,Male,Secondary,1,82485.64,191.6,1,45,3,3,1,1,10.2,4292.82,0‑interest EMI,2,Govt incentive,Limited models,Compact design;Solar compatibility;Quiet motor,Refrigerator;AC,Social media
UAE,Metro,27,Female,Primary,3,71828.21,576.2,3,52,1,2,0,1,7.7,4332.18,0‑interest EMI,1,Brand,Low awareness,Wi‑Fi control,Washer;Water‑heater;Air‑purifier,Online reviews;Friends/Family
Singapore,Metro,37,Female,Secondary,2,86178.29,374.6,3,67,3,2,1,1,8.7,4997.52,0‑interest EMI,5,Govt incentive,Other,Solar compatibility;5‑Star rating,Dishwasher;AC;Water‑heater,Friends/Family;Social media;Govt portals
UAE,Metro,33,Female,Graduate,1,58568.84,251.2,3,43,2,1,0,0,0.8,3484.03,0‑interest EMI,1,Govt incentive,Limited models,Wi‑Fi control;Quiet motor;Compact design,Air‑purifier,Friends/Family
UAE,Metro,32,Female,Post‑grad,2,47162.33,501.7,5,11,3,2,0,1,12.6,3571.0,Upfront,5,Energy saving,High cost,Solar compatibility,Air‑purifier;Dishwasher;Water‑heater,Social media;Online reviews
India,Metro,41,Female,Secondary,4,22339.89,196.3,1,45,2,1,0,0,3.4,1234.93,Rental,1,Energy saving,Other,Solar compatibility;5‑Star rating;Compact design,Air‑purifier,Friends/Family;Online reviews
UAE,Metro,39,Male,Primary,1,81337.36,447.3,3,43,4,3,0,0,7.4,4021.97,0‑interest EMI,4,Energy saving,Uncertain savings,Solar compatibility;5‑Star rating;Wi‑Fi control,Water‑heater;Dishwasher;Refrigerator,Social media;Govt portals
